,lines,name,type
437,because nicky enjoyed being a gangster and he didn't give a damn who knew it, casino ,Drama
438,and they were usually right, casino ,Drama
439,you go and put your things away, casino ,Drama
440,they were ready to blame him for anything no matter where it happened, casino ,Drama
441,oh yes will you help me fold these please, casino ,Drama
442,half i'm comin' down, casino ,Drama
443,ace listen to me, casino ,Drama
444,half of everything is mine, casino ,Drama
445,no ace, casino ,Drama
446,legally she can't take that stuff legally she can't take the stuff, casino ,Drama
447,she's a fuckin' junkie she's out of her fucking mind do you unders, casino ,Drama
448,what can i do, casino ,Drama
449,you've got to stop her, casino ,Drama
450,i i'm sorry sam, casino ,Drama
451,charlie you've gotta you've gotta stop her, casino ,Drama
452,yeah refill'd be great, casino ,Drama
453,want something to drink charlie you want a refill, casino ,Drama
454,no just stop everything, casino ,Drama
455,it's always been our policy, casino ,Drama
456,that's right she will get fired in fact i want you to send her back to paris, casino ,Drama
457,but sir well i don't know why i guess maybe because she's frightened that if she doesn't lose the weight she may even get fired, casino ,Drama
458,all you do is give me answers just just give me the right answer, casino ,Drama
459,and she doesn't always, casino ,Drama
460,she could at least lose half a pound or a quarter listen, casino ,Drama
461,mr rothstein well sometimes when you reach that pressure point when you put that pressure point on them you know it shows, casino ,Drama
462,'mr rothstein' is good enough, casino ,Drama
463,position, casino ,Drama
464,i, casino ,Drama
465,trying to offer you the respect that your, casino ,Drama
466,why is she eight pounds over, casino ,Drama
467,well sir i was just, casino ,Drama
468,never mind the 'sir' never mind the 'sir', casino ,Drama
469,mr rothstein sir let me put her on suspension, casino ,Drama
470,okay, casino ,Drama
471,i i'll do it, casino ,Drama
472,right away okay, casino ,Drama
473,okay just take it easy, casino ,Drama
474,yeah bill listen i'll explain to you later just you you got a gun at home yeah bring it over here right away, casino ,Drama
475,who's this, casino ,Drama
476,yeah billy sherbert please put him on, casino ,Drama
477,he's gonna come up with ten thousand just the way you wanted, casino ,Drama
478,no just just give him give him ten that's it ten i'll be right down, casino ,Drama
479,he wants a fifty thousand marker, casino ,Drama
480,oh no, casino ,Drama
481,now he's really pissed, casino ,Drama
482,the little guy he's half in the bag and nobody told him he was eighty sixed from the joint so we, casino ,Drama
483,what is it, casino ,Drama
484,sam we got a problem, casino ,Drama
485,here we go good luck, casino ,Drama
486,l'chaim yiddish for 'to life', casino ,Drama
487,to abraham lincoln, casino ,Drama
488,i don't care what she is she's an institution that's the problem she's lazy, casino ,Drama
489,this woman's an institution, casino ,Drama
490,call security, casino ,Drama
491,fuckin' asshole won't budge, casino ,Drama
492,we have some nice penthouses you'll enjoy maybe the presidential suite, casino ,Drama
493,why not make them happy, casino ,Drama
494,certainly senator, casino ,Drama
495,help the senator give him whatever he wants, casino ,Drama
496,nice to see you senator, casino ,Drama
497,i had dozens of politicians and state officials comin' through that place every week, casino ,Drama
498,i wouldn't give the bum a mop job, casino ,Drama
499,he's juiced in he's the county commissioner's cousin, casino ,Drama
500,we can't get rid of him, casino ,Drama
501,we need this guy, casino ,Drama
502,for guys like me las vegas washes away your sins it's a morality car wash it does for us what lourdes does for humpbacks and cripples and along with making us legit, casino ,Drama
503,and this is ronnie who takes care of the card room, casino ,Drama
504,i hired an old casino pal billy sherbert as my manager and i went to work, casino ,Drama
505,they had all the pieces they needed, casino ,Drama
506,but it was just mine, casino ,Drama
507,after all the threats and all the bullshit it turned out ginger didn't tell 'em anything but by then the feds didn't need her anyway, casino ,Drama
508,if she calms down, casino ,Drama
509,i am calm, casino ,Drama
510,if she calms down i will let her in the house, casino ,Drama
511,you ought to be afraid the way you fuckin' treat me, casino ,Drama
512,should i let her in like, casino ,Drama
513,let me in the house fucker, casino ,Drama
514,i'm afraid she's gonna destroy stuff, casino ,Drama
515,oh you are, casino ,Drama
516,i'm afraid to let her in the house, casino ,Drama
517,what do you mean what am i gonna do i'm in the same clothes for two days i want to get a few of my things big deal, casino ,Drama
518,who knows what you're gonna do in there i don't want you, casino ,Drama
519,not gonna let me in, casino ,Drama
520,i won't let her in i'm sorry randy i'm not gonna let her in she well i'm not gonna let her in the way she's behaving i'm i'm, casino ,Drama
521,i'm not, casino ,Drama
522,you are not threatening me anymore, casino ,Drama
523,don't you threaten me, casino ,Drama
524,you'll wake the whole neighborhood, casino ,Drama
525,don't you threaten me, casino ,Drama
526,you're gonna be sorry if you don't stop that, casino ,Drama
527,i am not, casino ,Drama
528,will you stop it you're drunk you're on drugs you're gonna, casino ,Drama
529,you come out here and talk to me you fucker, casino ,Drama
530,get down here and talk to me goddamn it don't fuckin' ignore me you motherfucker, casino ,Drama
531,just wait there for me, casino ,Drama
532,you get down here, casino ,Drama
533,she she's alone just go take the gun and go into amy's, casino ,Drama
534,oh fuck you fuck you sam rothstein fuck you, casino ,Drama
535,you make me sick you fuck once a fuckin' hooker always a hooker, casino ,Drama
536,so what so who fuckin' blew you in the parking lot before you came in huh, casino ,Drama
537,now you need approval from him to go home, casino ,Drama
538,get the fu you threatening me i'll fuckin' kill you in this place get up and go home right now, casino ,Drama
539,i wouldn't, casino ,Drama
540,get up get going get up, casino ,Drama
541,i wouldn't do that, casino ,Drama
542,get get up, casino ,Drama
543,i wou i wouldn't do that if i were you, casino ,Drama
544,get get up get up, casino ,Drama
545,and what and let you disgrace me you fuckin' pig and let you disgrace me get up get up and be a mother get in the car and go to the house, casino ,Drama
